Year,Species,Easting,Northing,Age,Sex,Tnights
1,A24,1736113.84,5427318.609,NA,NA,60
1,A24,1735989.512,5427294.724,NA,NA,60
1,DOC250,1735839.695,5427269.431,NA,NA,60
1,A24,1735660.473,5427109.184,NA,NA,60
1,A24,1735571.202,5427132.4,NA,NA,60
1,A24,1740589.701,5430184.668,NA,NA,60
1,DOC250,1740496.6,5430219.234,NA,NA,60
1,A24,1740399.203,5430204.899,NA,NA,60
1,A24,1740319.316,5430251.198,NA,NA,60
1,DOC250,1740271.148,5430325.875,NA,NA,60
1,A24,1740185.617,5430401.149,NA,NA,60
1,A24,1740181.784,5430502.291,NA,NA,60
1,DOC250,1740143.869,5430630.855,NA,NA,60
1,A24,1740067.35,5430721.845,NA,NA,60
1,A24,1740093.702,5430880.486,NA,NA,60
1,DOC250,1740049.197,5431032.616,NA,NA,60
1,A24,1739974.26,5431044.941,NA,NA,60
1,A24,1739920.428,5430982.45,NA,NA,60
1,DOC250,1739829.555,5430932.997,NA,NA,60
1,A24,1739758.229,5430858.396,NA,NA,60
1,A24,1739681.934,5430869.748,NA,NA,60
1,DOC250,1739550.282,5430830.625,NA,NA,60
1,A24,1739500.974,5430807.144,NA,NA,60
1,A24,1739401.767,5430764.175,NA,NA,60
1,DOC250,1739291.156,5430712.097,NA,NA,60
1,A24,1739220.927,5430655.017,NA,NA,60
1,A24,1739132.072,5430640.501,NA,NA,60
1,DOC250,1739034.53,5430666.914,NA,NA,60
1,A24,1738985.817,5430665.62,NA,NA,60
1,A24,1738834.338,5430680.511,NA,NA,60
1,DOC250,1738737.608,5430723.222,NA,NA,60
1,A24,1738632.392,5430703.24,NA,NA,60
1,A24,1738536.657,5430661.861,NA,NA,60
1,DOC250,1738410.509,5430647.162,NA,NA,60
1,A24,1738300.165,5430617.386,NA,NA,60
1,A24,1738207.451,5430668.681,NA,NA,60
1,DOC250,1738136.04,5430778.319,NA,NA,60
1,A24,1738050.4,5430818.373,NA,NA,60
1,A24,1737948.276,5430842.075,NA,NA,60
1,DOC250,1737802.714,5430851.051,NA,NA,60
1,A24,1737735.347,5430962.275,NA,NA,60
1,A24,1737643.092,5431047.095,NA,NA,60
1,DOC250,1737536.022,5431137.414,NA,NA,60
1,DOC250,1741309.135,5431459.499,NA,NA,60
1,A24,1741207.146,5431369.3,NA,NA,60
1,A24,1741185.376,5431296.971,NA,NA,60
1,A24,1741121.481,5431234.796,NA,NA,60
1,DOC250,1741066.172,5431109.702,NA,NA,60
1,A24,1741025.038,5431041.304,NA,NA,60
1,A24,1741036.706,5430916.912,NA,NA,60
1,DOC250,1740989.107,5430817.548,NA,NA,60
1,A24,1740929.905,5430711.853,NA,NA,60
1,A24,1740878.091,5430593.792,NA,NA,60
1,DOC250,1740868.457,5430407.843,NA,NA,60
1,A24,1740855.03,5430277.048,NA,NA,60
1,A24,1740779.415,5430197.55,NA,NA,60
1,DOC250,1740697.247,5430125.84,NA,NA,60
1,A24,1740639.24,5430042.444,NA,NA,60
1,A24,1740642.195,5429935.211,NA,NA,60
1,DOC250,1740635.987,5429796.168,NA,NA,60
1,A24,1740663.25,5429706.785,NA,NA,60
1,A24,1740639.959,5429611.612,NA,NA,60
1,DOC250,1740647.487,5429519.958,NA,NA,60
1,A24,1740567.287,5429436.879,NA,NA,60
1,A24,1740560.236,5429358.156,NA,NA,60
1,A24,1739060.283,5427203.073,NA,NA,60
1,A24,1739000.948,5427122.576,NA,NA,60
1,DOC250,1739053.021,5427038.068,NA,NA,60
1,A24,1739117.644,5426970.41,NA,NA,60
1,A24,1739101.043,5426868.887,NA,NA,60
1,DOC250,1739079.935,5426785.658,NA,NA,60
1,A24,1739072.16,5426690.183,NA,NA,60
1,A24,1739101.705,5426597.215,NA,NA,60
1,DOC250,1739146.122,5426511.177,NA,NA,60
1,A24,1739183.483,5426419.725,NA,NA,60
1,A24,1739112.451,5426353.567,NA,NA,60
1,DOC250,1739050.799,5426274.222,NA,NA,60
1,A24,1739110.69,5426195.997,NA,NA,60
1,A24,1739152.673,5426105.453,NA,NA,60
1,DOC250,1739180.383,5426008.749,NA,NA,60
1,A24,1739197.018,5425902.25,NA,NA,60
1,A24,1739200.159,5425799.566,NA,NA,60
1,DOC250,1739190.367,5425699.355,NA,NA,60
1,A24,1739175.9,5425599.904,NA,NA,60
1,A24,1739153.858,5425498.475,NA,NA,60
1,DOC250,1739117.228,5425409.222,NA,NA,60
1,A24,1739064.758,5425327.925,NA,NA,60
1,A24,1739029.83,5425235.632,NA,NA,60
1,DOC250,1739033.422,5425138.944,NA,NA,60
1,A24,1739011.349,5425040.076,NA,NA,60
1,A24,1739025.065,5424951.74,NA,NA,60
1,DOC250,1739059.237,5424877.785,NA,NA,60
1,A24,1739109.71,5424815.62,NA,NA,60
1,A24,1739057.344,5424722.117,NA,NA,60
1,DOC250,1739090.459,5424614.967,NA,NA,60
1,A24,1739054.66,5424529.469,NA,NA,60
1,A24,1739012.576,5424439.315,NA,NA,60
1,DOC250,1738952.869,5424347.059,NA,NA,60
1,A24,1738920.527,5424232.058,NA,NA,60
1,A24,1738916.386,5424138.181,NA,NA,60
1,DOC250,1738870.19,5424047.323,NA,NA,60
1,A24,1738821.28,5423897.664,NA,NA,60
1,A24,1738783.86,5423797.198,NA,NA,60
1,DOC250,1738713.53,5423718.13,NA,NA,60
1,A24,1738670.307,5423607.339,NA,NA,60
1,A24,1738659.257,5423497.824,NA,NA,60
1,DOC250,1738595.266,5423386.648,NA,NA,60
1,DOC250,1738600.449,5430843.234,NA,NA,60
1,A24,1738576.21,5431000.617,NA,NA,60
1,A24,1738547.587,5431108.226,NA,NA,60
1,DOC250,1738522.715,5431223.646,NA,NA,60
1,A24,1738551.605,5431257.643,NA,NA,60
1,A24,1738662.714,5431331.375,NA,NA,60
1,DOC250,1738727.107,5431385.574,NA,NA,60
1,A24,1738770.757,5431494.691,NA,NA,60
1,A24,1738763.165,5431623.998,NA,NA,60
1,DOC250,1738815.431,5431820.027,NA,NA,60
1,A24,1738816.001,5431880.654,NA,NA,60
1,A24,1738821.884,5431969.388,NA,NA,60
1,DOC250,1738845.007,5432061.125,NA,NA,60
1,A24,1738854.294,5432165.684,NA,NA,60
1,A24,1738777.744,5432243.551,NA,NA,60
1,DOC250,1738766.274,5432292.633,NA,NA,60
1,A24,1738779.758,5432397.55,NA,NA,60
1,A24,1738840.604,5432445.485,NA,NA,60
1,DOC250,1738881.26,5432537.883,NA,NA,60
1,A24,1738820.04,5432646.225,NA,NA,60
1,A24,1738793.125,5432738.144,NA,NA,60
1,DOC250,1738797.341,5432840.574,NA,NA,60
1,A24,1737595.414,5431224.699,NA,NA,60
1,A24,1737680.338,5431301.501,NA,NA,60
1,DOC250,1737730.791,5431407.833,NA,NA,60
1,A24,1737813.663,5431469.006,NA,NA,60
1,A24,1737904.533,5431430.3,NA,NA,60
1,DOC250,1737895.212,5431539.876,NA,NA,60
1,A24,1737949.251,5431618.481,NA,NA,60
1,A24,1737983.667,5431745.1,NA,NA,60
1,DOC250,1738015.56,5431818.13,NA,NA,60
1,A24,1738064.395,5431909.39,NA,NA,60
1,A24,1738101.315,5432013.192,NA,NA,60
1,DOC250,1738120.619,5432111.78,NA,NA,60
1,A24,1738117.093,5432217.467,NA,NA,60
1,A24,1738104.628,5432245.249,NA,NA,60
1,DOC250,1738134.317,5432303.546,NA,NA,60
1,A24,1738168.766,5432405.067,NA,NA,60
1,A24,1738189.879,5432519.39,NA,NA,60
1,DOC250,1738256.173,5432602.76,NA,NA,60
1,A24,1738332.484,5432675.055,NA,NA,60
1,A24,1738439.873,5432680.014,NA,NA,60
1,DOC250,1738547.79,5432664.296,NA,NA,60
1,A24,1738571.896,5432759.347,NA,NA,60
1,A24,1738609.968,5432857.027,NA,NA,60
1,DOC250,1738710.161,5432888.883,NA,NA,60
1,DOC250,1738405.97,5432770.612,NA,NA,60
1,DOC250,1738259.817,5432799.044,NA,NA,60
1,A24,1739543.429,5427596.301,NA,NA,60
1,A24,1739606.029,5427693.617,NA,NA,60
1,DOC250,1739718.986,5427630.248,NA,NA,60
1,A24,1739768.706,5427545.547,NA,NA,60
1,A24,1739803.541,5427444.813,NA,NA,60
1,DOC250,1739897.58,5427343.265,NA,NA,60
1,A24,1739985.355,5427321.03,NA,NA,60
1,A24,1740042.868,5427254.171,NA,NA,60
1,DOC250,1740087.376,5427168.796,NA,NA,60
1,A24,1740112.591,5427073.356,NA,NA,60
1,A24,1740135.001,5426980.186,NA,NA,60
1,DOC250,1740196.699,5426891.704,NA,NA,60
1,A24,1740199.286,5426756.596,NA,NA,60
1,A24,1740207.046,5426659.603,NA,NA,60
1,DOC250,1740214.23,5426541.406,NA,NA,60
1,A24,1740193.707,5426419.739,NA,NA,60
1,A24,1740185.711,5426296.175,NA,NA,60
1,DOC250,1740115.136,5426241.113,NA,NA,60
1,A24,1740027.811,5426116.519,NA,NA,60
1,A24,1740024.064,5426030.742,NA,NA,60
1,DOC250,1739976.033,5425919.826,NA,NA,60
1,A24,1739900.55,5425822.762,NA,NA,60
1,A24,1739906.928,5425719.13,NA,NA,60
1,DOC250,1739909.093,5425644.568,NA,NA,60
1,A24,1739888.702,5425546.777,NA,NA,60
1,A24,1739900.901,5425419.267,NA,NA,60
1,DOC250,1739961.008,5425300.934,NA,NA,60
1,A24,1739969.82,5425210.698,NA,NA,60
1,A24,1739943.13,5425072.823,NA,NA,60
1,DOC250,1739900.109,5424995.575,NA,NA,60
1,A24,1739891.158,5424909.125,NA,NA,60
1,A24,1739846.791,5424844.555,NA,NA,60
1,DOC250,1739774.736,5424737.881,NA,NA,60
1,A24,1739679.204,5424668.644,NA,NA,60
1,A24,1739665.605,5424540.625,NA,NA,60
1,DOC250,1739651.806,5424441.375,NA,NA,60
1,A24,1739646.796,5424320.191,NA,NA,60
1,A24,1739597.909,5424233.616,NA,NA,60
1,DOC250,1739570.939,5424137.291,NA,NA,60
1,A24,1739529.333,5424028.689,NA,NA,60
1,A24,1739483.404,5423943.387,NA,NA,60
1,DOC250,1739382.183,5423843.155,NA,NA,60
1,A24,1739361.848,5423725.933,NA,NA,60
1,A24,1739355.725,5423603.215,NA,NA,60
1,DOC250,1739253.247,5423467.686,NA,NA,60
1,A24,1739221.519,5423349.9,NA,NA,60
1,A24,1739296.482,5423417.21,NA,NA,60
1,DOC250,1739430.179,5423486.938,NA,NA,60
1,A24,1739418.993,5423375.322,NA,NA,60
1,A24,1739405.644,5423273.066,NA,NA,60
1,DOC250,1739391.497,5423164.16,NA,NA,60
1,A24,1739328.762,5423001.103,NA,NA,60
1,A24,1739190.818,5422971.318,NA,NA,60
1,DOC250,1739086.539,5422963.989,NA,NA,60
1,A24,1738999.86,5422966.431,NA,NA,60
1,A24,1738883.392,5423000.2,NA,NA,60
1,DOC250,1738651.501,5422986.64,NA,NA,60
1,A24,1738671.05,5422896.972,NA,NA,60
1,A24,1737754.186,5426937.078,NA,NA,60
1,A24,1737781.33,5426862.378,NA,NA,60
1,DOC250,1737854.881,5426783.569,NA,NA,60
1,A24,1737898.983,5426680.12,NA,NA,60
1,A24,1737912.964,5426573.899,NA,NA,60
1,DOC250,1737946.689,5426488.63,NA,NA,60
1,A24,1737976.09,5426396.219,NA,NA,60
1,A24,1737914.728,5426296.213,NA,NA,60
1,DOC250,1737851.441,5426218.222,NA,NA,60
1,A24,1737774.133,5426151.611,NA,NA,60
1,A24,1737741.202,5426049.064,NA,NA,60
1,DOC250,1737761.253,5425944.944,NA,NA,60
1,A24,1737783.475,5425831.687,NA,NA,60
1,A24,1737751.414,5425713.13,NA,NA,60
1,DOC250,1737745.819,5425612.391,NA,NA,60
1,A24,1737757.973,5425515.868,NA,NA,60
1,A24,1737778.736,5425418.52,NA,NA,60
1,DOC250,1737814.056,5425324.889,NA,NA,60
1,A24,1737872.167,5425245.265,NA,NA,60
1,A24,1737925.403,5425160.407,NA,NA,60
1,DOC250,1738006.747,5425118.209,NA,NA,60
1,A24,1738103.395,5425097.047,NA,NA,60
1,A24,1738194.452,5425081.323,NA,NA,60
1,DOC250,1738285.201,5425053.827,NA,NA,60
1,A24,1738374.092,5425007.934,NA,NA,60
1,A24,1738389.558,5424914.344,NA,NA,60
1,DOC250,1738395.543,5424815.386,NA,NA,60
1,A24,1738410.985,5424711.808,NA,NA,60
1,A24,1738450.473,5424613.43,NA,NA,60
1,DOC250,1738481.038,5424517.001,NA,NA,60
1,A24,1738541.061,5424437.445,NA,NA,60
1,A24,1738587.203,5424345.717,NA,NA,60
1,DOC250,1738579.104,5424241.581,NA,NA,60
1,A24,1738530.169,5424147.45,NA,NA,60
1,A24,1738474.088,5424051.668,NA,NA,60
1,DOC250,1738484.638,5423950.732,NA,NA,60
1,A24,1738489.142,5423857.695,NA,NA,60
1,A24,1738501.03,5423765.503,NA,NA,60
1,DOC250,1738523.03,5423703.113,NA,NA,60
1,A24,1738567.323,5423624.415,NA,NA,60
1,A24,1738610.327,5423557.173,NA,NA,60
1,DOC250,1738663.721,5423525.508,NA,NA,60
1,A24,1736580.728,5426089.183,NA,NA,60
1,A24,1736583.007,5425787.278,NA,NA,60
1,DOC250,1736581.21,5425544.756,NA,NA,60
1,A24,1736604.516,5425230.019,NA,NA,60
1,A24,1736612.637,5425011.849,NA,NA,60
1,DOC250,1736754.329,5424856.923,NA,NA,60
1,A24,1736877.547,5424664.019,NA,NA,60
1,A24,1737059.234,5424499.442,NA,NA,60
1,DOC250,1737137.28,5424433.551,NA,NA,60
1,A24,1737262.818,5424302.239,NA,NA,60
1,A24,1737329.43,5424176.48,NA,NA,60
1,DOC250,1737500.656,5424061.959,NA,NA,60
1,A24,1737611.879,5423971.22,NA,NA,60
1,A24,1738110.523,5423279.83,NA,NA,60
1,DOC250,1738204.618,5423292.924,NA,NA,60
1,A24,1738318.348,5423264.544,NA,NA,60
1,A24,1738565.912,5423059.359,NA,NA,60
1,DOC250,1738611.524,5422896.556,NA,NA,60
1,A24,1738661.52,5422718.009,NA,NA,60
1,A24,1738719.351,5422743.668,NA,NA,60
1,DOC250,1738812.414,5422746.887,NA,NA,60
1,A24,1738887.924,5422786.431,NA,NA,60
1,A24,1738698.366,5422609.245,NA,NA,60
1,DOC250,1738810.737,5422523.574,NA,NA,60
1,A24,1738805.527,5422474.364,NA,NA,60
1,A24,1738897.896,5422275.343,NA,NA,60
1,DOC250,1738901.496,5422441.536,NA,NA,60
1,A24,1738945.813,5422347.29,NA,NA,60
1,A24,1738969.302,5422175.131,NA,NA,60
1,DOC250,1739041.142,5422359.79,NA,NA,60
1,A24,1739144.048,5422422.562,NA,NA,60
1,A24,1739183.862,5422495.211,NA,NA,60
1,DOC250,1739197.619,5422322.141,NA,NA,60
1,A24,1739333.898,5422287.65,NA,NA,60
1,A24,1739478.794,5422252.983,NA,NA,60
1,DOC250,1739570.155,5422198.471,NA,NA,60
1,A24,1739678.999,5422143.407,NA,NA,60
1,A24,1739861.299,5422221.305,NA,NA,60
1,DOC250,1739955.061,5422256.696,NA,NA,60
1,A24,1740060.863,5422200.232,NA,NA,60
1,A24,1740098.581,5422263.589,NA,NA,60
1,DOC250,1740116.149,5422206.724,NA,NA,60
1,A24,1740177.079,5422150.018,NA,NA,60
1,A24,1740221.794,5422142.264,NA,NA,60
1,DOC250,1740305.684,5422182.181,NA,NA,60
1,A24,1740354.803,5422228.988,NA,NA,60
1,A24,1740174.101,5430499.331,NA,NA,60
1,A24,1740069.409,5430363.079,NA,NA,60
1,DOC250,1740041.196,5430212.135,NA,NA,60
1,A24,1739905.566,5430279.377,NA,NA,60
1,A24,1739931.943,5430417.809,NA,NA,60
1,DOC250,1739826.179,5430434.728,NA,NA,60
1,A24,1739729.403,5430365.503,NA,NA,60
1,A24,1739699.964,5430233.237,NA,NA,60
1,DOC250,1739652.666,5430117.865,NA,NA,60
1,A24,1739587.693,5430011.388,NA,NA,60
1,A24,1739491.813,5429866.181,NA,NA,60
1,DOC250,1739392.937,5429743.688,NA,NA,60
1,A24,1739290.755,5429671.565,NA,NA,60
1,A24,1739200.414,5429565.672,NA,NA,60
1,DOC250,1739175.35,5429407.45,NA,NA,60
1,A24,1739126.95,5429286.316,NA,NA,60
1,A24,1739100.243,5429138.449,NA,NA,60
1,DOC250,1738990.426,5429016.934,NA,NA,60
1,A24,1738903.377,5428916.096,NA,NA,60
1,A24,1738826.852,5428782.725,NA,NA,60
1,DOC250,1738760.49,5428861.294,NA,NA,60
1,A24,1738631.701,5428877.853,NA,NA,60
1,A24,1738469.025,5428980.355,NA,NA,60
1,DOC250,1738421.977,5429079.089,NA,NA,60
1,A24,1738320.848,5429118.556,NA,NA,60
1,A24,1738254.676,5429189.893,NA,NA,60
1,DOC250,1738147.862,5429168.381,NA,NA,60
1,A24,1738169.782,5429034.464,NA,NA,60
1,A24,1738176.02,5428904.187,NA,NA,60
1,DOC250,1738277.551,5428828.734,NA,NA,60
1,A24,1738202.072,5428718.879,NA,NA,60
1,A24,1738176.418,5428616.53,NA,NA,60
1,DOC250,1738065.742,5428585.315,NA,NA,60
1,A24,1737985.864,5428561.177,NA,NA,60
1,A24,1737971.809,5428438.61,NA,NA,60
1,DOC250,1737827.062,5428426.136,NA,NA,60
1,A24,1737762.703,5428296.862,NA,NA,60
1,A24,1737678.618,5428156.521,NA,NA,60
1,DOC250,1737518.867,5428090.127,NA,NA,60
1,A24,1737494.936,5427945.425,NA,NA,60
1,A24,1737473.956,5427806.111,NA,NA,60
1,DOC250,1737338.04,5427754.922,NA,NA,60
1,A24,1737261.224,5427870.1,NA,NA,60
1,A24,1737296.144,5427989.276,NA,NA,60
1,DOC250,1737197.855,5428120.964,NA,NA,60
1,A24,1737069.961,5428148.808,NA,NA,60
1,A24,1736962.801,5428156.823,NA,NA,60
1,A24,1737513.931,5427696.402,NA,NA,60
1,DOC250,1737495.583,5427607.681,NA,NA,60
1,A24,1737438.832,5427499.132,NA,NA,60
1,A24,1737426.212,5427385.429,NA,NA,60
1,DOC250,1737433.7,5427276.445,NA,NA,60
1,A24,1737505.078,5427210.789,NA,NA,60
1,A24,1737572.955,5427132.761,NA,NA,60
1,DOC250,1737672.936,5427135.754,NA,NA,60
1,A24,1737725.288,5427219.838,NA,NA,60
1,A24,1738591.935,5430585.508,NA,NA,60
1,DOC250,1738514.619,5430494.691,NA,NA,60
1,A24,1738485.104,5430392.518,NA,NA,60
1,A24,1738419.054,5430290.268,NA,NA,60
1,DOC250,1738353.63,5430247.313,NA,NA,60
1,A24,1738268.346,5430191.07,NA,NA,60
1,A24,1738217.748,5430116.843,NA,NA,60
1,DOC250,1738189.968,5430008.642,NA,NA,60
1,A24,1738135.932,5429907.715,NA,NA,60
1,A24,1738073.908,5429805.275,NA,NA,60
1,DOC250,1738039.172,5429705.648,NA,NA,60
1,A24,1738010.44,5429608.905,NA,NA,60
1,A24,1738001.339,5429513.447,NA,NA,60
1,DOC250,1738017.09,5429416.306,NA,NA,60
1,A24,1738050.189,5429314.945,NA,NA,60
1,A24,1738134.616,5429260.587,NA,NA,60
1,A24,1736988.732,5431798.553,NA,NA,60
1,A24,1736966.847,5431700.011,NA,NA,60
1,DOC250,1736953.63,5431603.41,NA,NA,60
1,A24,1736978.18,5431518.433,NA,NA,60
1,A24,1736934.139,5431427.196,NA,NA,60
1,DOC250,1736947.203,5431319.777,NA,NA,60
1,A24,1736965.429,5431210.594,NA,NA,60
1,A24,1736952.258,5431098.557,NA,NA,60
1,DOC250,1736880.511,5431022.28,NA,NA,60
1,A24,1736825.946,5430937.125,NA,NA,60
1,A24,1736757.01,5430863.12,NA,NA,60
1,DOC250,1736751.928,5430766.599,NA,NA,60
1,A24,1736723.488,5430671.289,NA,NA,60
1,A24,1736633.292,5430602.896,NA,NA,60
1,DOC250,1736609.865,5430502.167,NA,NA,60
1,A24,1736581.139,5430404.86,NA,NA,60
1,A24,1736525.569,5430323.827,NA,NA,60
1,DOC250,1736518.44,5430225.231,NA,NA,60
1,A24,1736552.823,5430128.517,NA,NA,60
1,A24,1736653.063,5430098.54,NA,NA,60
1,DOC250,1736745.595,5430086.468,NA,NA,60
1,A24,1736767.273,5429982.666,NA,NA,60
1,A24,1736795.361,5429885.632,NA,NA,60
1,DOC250,1736749.158,5429785.77,NA,NA,60
1,A24,1736683.285,5429704.707,NA,NA,60
1,A24,1736624.883,5429610.965,NA,NA,60
1,DOC250,1736548.283,5429511.783,NA,NA,60
1,A24,1736490.594,5429415.681,NA,NA,60
1,A24,1736465.589,5429328.861,NA,NA,60
1,DOC250,1736405.443,5429249.03,NA,NA,60
1,A24,1736313.571,5429215.322,NA,NA,60
1,A24,1736279.379,5429112.01,NA,NA,60
1,DOC250,1736207.708,5429033.949,NA,NA,60
1,A24,1736202.585,5428903.543,NA,NA,60
1,A24,1736150.093,5428851.884,NA,NA,60
1,DOC250,1736087.155,5428801.537,NA,NA,60
1,A24,1736024.705,5428687.648,NA,NA,60
1,A24,1735999.927,5428599.146,NA,NA,60
1,DOC250,1735980.255,5428492.452,NA,NA,60
1,A24,1735979.499,5428398.288,NA,NA,60
1,A24,1735995.162,5428295.159,NA,NA,60
1,DOC250,1735953.691,5428214.306,NA,NA,60
1,A24,1735869.828,5428169.003,NA,NA,60
1,A24,1735770.647,5428151.204,NA,NA,60
1,DOC250,1735663.408,5428154.976,NA,NA,60
1,A24,1740160.363,5430734.493,NA,NA,60
1,A24,1740213.569,5430838.418,NA,NA,60
1,DOC250,1740251.037,5430934.436,NA,NA,60
1,A24,1740294.144,5431027.338,NA,NA,60
1,A24,1740361.823,5431095.005,NA,NA,60
1,DOC250,1740423.804,5431192.988,NA,NA,60
1,A24,1740414.572,5431305.229,NA,NA,60
1,A24,1740391.611,5431400.96,NA,NA,60
1,DOC250,1740327.841,5431492.702,NA,NA,60
1,A24,1740290.397,5431585.054,NA,NA,60
1,A24,1740233.457,5431674.774,NA,NA,60
1,DOC250,1740171.701,5431753.825,NA,NA,60
1,A24,1740127.515,5431844.416,NA,NA,60
1,A24,1740079.472,5431908.866,NA,NA,60
1,DOC250,1740018.264,5431986.118,NA,NA,60
1,A24,1739928.377,5432032.269,NA,NA,60
1,A24,1739833.401,5432057.86,NA,NA,60
1,DOC250,1739743.892,5432110.668,NA,NA,60
1,A24,1739700.781,5432200.9,NA,NA,60
1,A24,1739628.638,5432210.951,NA,NA,60
1,DOC250,1739615.838,5432146.666,NA,NA,60
1,A24,1739530.534,5432217.831,NA,NA,60
1,A24,1739501.002,5432330.124,NA,NA,60
1,DOC250,1739451.414,5432432.469,NA,NA,60
1,A24,1739464.288,5432505.084,NA,NA,60
1,DOC250,1739581.148,5432575.585,NA,NA,60
1,DOC250,1739329.239,5432482.573,NA,NA,60
1,A24,1739276.102,5432544.228,NA,NA,60
1,DOC250,1739185.729,5432591.823,NA,NA,60
1,A24,1739089.033,5432659.532,NA,NA,60
1,A24,1739026.838,5432765,NA,NA,60
1,DOC250,1739068.246,5432857.057,NA,NA,60
1,A24,1739029.14,5432946.985,NA,NA,60
1,A24,1739006.208,5433036.714,NA,NA,60
1,DOC250,1738952.411,5433121.261,NA,NA,60
1,A24,1738880.335,5433192.491,NA,NA,60
1,A24,1738798.804,5433189.941,NA,NA,60
1,DOC250,1738793.616,5433076.089,NA,NA,60
1,A24,1738769.865,5432973.481,NA,NA,60
1,A24,1741778.925,5428339.817,NA,NA,60
1,DOC250,1741619.779,5428259.619,NA,NA,60
1,A24,1741667.857,5428366.633,NA,NA,60
1,DOC250,1741592.165,5428433.3,NA,NA,60
1,A24,1741492.869,5428436.573,NA,NA,60
1,A24,1741393.547,5428421.284,NA,NA,60
1,DOC250,1741307.236,5428484.831,NA,NA,60
1,A24,1741200.751,5428476.008,NA,NA,60
1,A24,1741098.175,5428439.795,NA,NA,60
1,DOC250,1741002.664,5428392.002,NA,NA,60
1,A24,1740889.145,5428396.204,NA,NA,60
1,A24,1740783.648,5428399.365,NA,NA,60
1,DOC250,1740697.44,5428438.233,NA,NA,60
1,A24,1740617.082,5428510.985,NA,NA,60
1,A24,1740681.094,5428610.918,NA,NA,60
1,DOC250,1740743.735,5428717.776,NA,NA,60
1,A24,1740737.942,5428821.063,NA,NA,60
1,A24,1740678.373,5428894.631,NA,NA,60
1,DOC250,1740596.398,5428940.417,NA,NA,60
1,A24,1740528.395,5429045.91,NA,NA,60
1,A24,1740540.046,5429154.528,NA,NA,60
1,DOC250,1740507.004,5429252.679,NA,NA,60
1,DOC250,1740471.722,5429178.497,NA,NA,60
1,A24,1740438.856,5429103.616,NA,NA,60
1,A24,1740388.807,5429010.951,NA,NA,60
1,DOC250,1740269.432,5428924.855,NA,NA,60
1,A24,1740185.641,5428915.691,NA,NA,60
1,A24,1740116.907,5428892.253,NA,NA,60
1,DOC250,1740043.434,5428848.911,NA,NA,60
1,A24,1739959.031,5428807.89,NA,NA,60
1,A24,1739900.506,5428714.055,NA,NA,60
1,DOC250,1739834.74,5428640.018,NA,NA,60
1,A24,1739780.319,5428567.764,NA,NA,60
1,A24,1739768.835,5428480.247,NA,NA,60
1,DOC250,1739784.823,5428357.552,NA,NA,60
1,A24,1739686.163,5428210.735,NA,NA,60
1,A24,1739623.471,5428121.976,NA,NA,60
1,DOC250,1739602.069,5428006.443,NA,NA,60
1,A24,1739571.621,5427904.068,NA,NA,60
1,A24,1739555.606,5427759.33,NA,NA,60
1,DOC250,1739465.971,5427706.741,NA,NA,60
1,A24,1739350.419,5427538.814,NA,NA,60
1,A24,1739267.867,5427435.995,NA,NA,60
1,DOC250,1739175.724,5427348.356,NA,NA,60
1,A24,1739076.001,5427297.845,NA,NA,60
1,A24,1739007.186,5427369.902,NA,NA,60
1,DOC250,1738969.572,5427466.03,NA,NA,60
1,A24,1738881.075,5427520.802,NA,NA,60
1,A24,1738771.419,5427551.112,NA,NA,60
1,DOC250,1738686.056,5427498.098,NA,NA,60
1,A24,1738606.636,5427435.976,NA,NA,60
1,A24,1738521.975,5427375.731,NA,NA,60
1,DOC250,1738427.119,5427321.005,NA,NA,60
1,A24,1738407.951,5427224.965,NA,NA,60
1,A24,1738331.941,5427161.332,NA,NA,60
1,DOC250,1738228.244,5427139.204,NA,NA,60
1,A24,1738160.416,5427069.644,NA,NA,60
1,A24,1738130.587,5426958.92,NA,NA,60
1,DOC250,1738050.575,5426900.36,NA,NA,60
1,A24,1737941.797,5426866.223,NA,NA,60
1,A24,1737854.314,5426912.641,NA,NA,60
1,DOC250,1737784.887,5426979.261,NA,NA,60
1,A24,1737733.203,5426886.173,NA,NA,60
1,A24,1737768.015,5426778.552,NA,NA,60
1,DOC250,1737745.411,5426673.034,NA,NA,60
1,A24,1737722.411,5426577.513,NA,NA,60
1,A24,1737740.944,5426472.761,NA,NA,60
1,DOC250,1737638.135,5426505.699,NA,NA,60
1,A24,1737537.487,5426573.243,NA,NA,60
1,A24,1737461.399,5426650.756,NA,NA,60
1,DOC250,1737359.855,5426591.376,NA,NA,60
1,A24,1737310.335,5426501.568,NA,NA,60
1,A24,1737226.24,5426589.786,NA,NA,60
1,DOC250,1737150.654,5426667.51,NA,NA,60
1,A24,1737186.627,5426758.459,NA,NA,60
1,A24,1737170.659,5426866.485,NA,NA,60
1,DOC250,1737085.832,5426925.178,NA,NA,60
1,A24,1737057.596,5427026.769,NA,NA,60
1,A24,1736952.993,5427009.537,NA,NA,60
1,DOC250,1736958.704,5427117.041,NA,NA,60
1,A24,1736911.386,5427206.228,NA,NA,60
1,DOC250,1736786.331,5427081.526,NA,NA,60
1,A24,1736848.744,5427166.757,NA,NA,60
1,A24,1736824.468,5427269.836,NA,NA,60
1,DOC250,1736734.05,5427214.232,NA,NA,60
1,A24,1736635.179,5427225.753,NA,NA,60
1,A24,1736542.515,5427188.733,NA,NA,60
